year_index,investment,output,target
0,58.52600344850664,102.72224033413961,43.806060515898075
1,48.084351109139426,91.79117997183106,37.33655144576035
2,60.96638398330287,112.86300550461287,47.62645111973247
3,42.87353643543928,79.12722060315193,31.268115774619094
4,60.349425277415705,112.63422448303571,45.60039645460736
5,28.516639496101444,59.53508024298894,20.405390256153854
6,50.383611026858595,93.11326864631933,39.192246699935346
7,57.89947366557148,108.14832259958082,43.28195415893151
8,42.44446507988659,83.25230425068435,33.88906531951682
9,61.12984752274269,115.4762030125667,48.2160964695103
10,51.112556149094345,93.93052381526931,41.09780121404703
11,64.4054397844783,118.24414184333878,47.565854145207986
12,43.71451332797437,85.72810080280777,34.88881031937221
13,53.83293074659012,102.19308871593516,43.501869169852355
14,43.195217230514544,79.35072400151327,33.56069637612571
15,35.89140143457361,69.45538045877915,28.492784655868203
16,55.76176475151361,108.07555914584711,43.338534309672305
17,76.44233573082377,142.35169195346242,62.21808050076293
18,40.644444703692706,84.26525530871317,34.472402797151894
19,56.93979407679075,107.02171246814468,46.4228391703558
20,40.61340782648032,81.78475605717347,33.169558315558255
21,39.242730756371124,80.76341919687319,31.414083655421262
22,34.81429404303342,66.11719108477172,29.863860253132536
23,46.45176970452671,95.03128909113455,39.154149778503665
24,27.121444444502004,62.64928334768817,24.406796361958907
25,53.00385233113982,102.40217697427627,42.321193756434084
26,36.038259146505965,75.57577825866471,32.2435616527757
27,61.80188980149594,127.26313093239695,49.86666106722307
28,53.21476661814087,105.19324513280895,42.88933968849497
29,49.54712442402713,97.07465271366283,40.00668834938693
30,39.59520913553301,82.88329900436081,33.90690911906966
31,13.226711933632878,42.00646442748225,16.359518799899277
32,46.306069749242006,95.01799977478252,39.898693056157256
33,49.16368477391811,105.248375445819,42.009301097753344
34,42.96937690693861,89.6297196567905,35.79496673133218
35,59.02297268587104,121.76495935303902,50.793161799652594
36,35.648611068410204,80.13605114876651,32.79419111872425
37,54.769215089532096,110.75774750187206,45.46075506156444
38,42.46814894621724,92.78969316404367,38.224124797076605
39,37.86779269695209,82.8541138387503,32.196706692307885
40,44.916078646622,94.06057315477925,37.238575395353486
41,58.60707430525758,126.36892695463143,49.615459791669245
42,44.561012880740535,97.75606109643164,40.3556252278732
43,61.07681583892938,118.93620228813768,50.67624695922032
44,60.20095728109261,131.4683120284615,51.018116190648925
45,60.78610232617515,129.3411694519368,54.808631667825814
46,59.35020308129486,121.74553723503935,49.21521232095838
47,63.60664012002303,132.89451291025952,56.88533337714407
48,44.88697507826457,97.68497826446469,38.07945728384484
49,32.854218616034686,79.28502829629137,33.39293328352893
50,51.92613732073058,116.25960524147949,46.2985982023576
51,52.15423740817807,109.69259725351736,47.17016649906098
52,49.1011735043912,106.26620212415936,44.38826773923317
53,45.66551558908785,103.20536065506863,43.67726447153881
54,74.49892215659034,159.78072955707458,63.55223477681551
55,39.17401114257776,89.60876211979829,38.791944434035734
56,32.01729532755308,73.45278952637571,30.32684818900966
57,43.82707557591067,101.48955916372036,40.98136386714938
58,62.403925343410776,134.3622854828521,56.837146571828114
59,50.851693873449825,114.02022824619782,46.57631560572629
60,69.89916909316158,153.30474147527934,61.54553224921285
61,67.37279502504433,148.07048718062873,60.83807901589634
62,51.804882962758406,123.01109628247035,49.10980686830714
63,81.44358035410355,167.0858121437476,68.10633919084654
64,41.542390886496214,101.00665012335239,42.94773230978512
65,64.60833467961736,145.04380921829738,59.800078241023925
66,46.942067094807115,118.44160601535475,48.17148178508259
67,65.6170615996109,143.5164580059843,58.2216050664409
68,49.29350236652808,114.17278246665185,47.2249795857183
69,54.36405595285352,125.76230387809876,52.83337085817751
70,49.46255267326896,113.81466581112868,46.88617563822279
71,53.66476695988398,123.29361122680675,50.214622088995846
72,40.22161792803787,102.37577345829865,40.22894221774621
73,52.455360996360426,122.79840468016948,49.78997972955108
74,50.578767886479056,119.50392399425922,48.17678318756926
75,45.89560608909096,117.24445069883747,47.22844242446685
76,57.2973701578103,141.5130692703677,55.11135617756313
77,51.13172395439708,122.22083951270359,48.651842321339934
78,26.711369756755523,78.46383274739978,31.350112829468078
79,65.5799433871242,146.62632599748954,61.77948920455426
80,48.58838590015426,120.39155317044357,47.91215109980013
81,38.551672550503255,97.75036225768173,40.59487685571164
82,25.95828690474748,77.01011514415363,32.39190936246574
83,81.7911237980465,179.3231718587026,75.68223371375971
84,49.764661566349986,121.55320449142883,46.192870453077354
85,57.17308651499954,142.90915801832261,56.04461910723782
86,52.71360605461483,127.38987427932321,49.00089615024994
87,61.90645943613684,144.41683219864157,59.12196722358725
88,32.30779773447655,84.1069036470361,34.75609043468022
89,32.55623792090217,88.39729609227649,36.033798247891205
90,37.76198337683045,102.12893636143347,41.121114503338625
91,44.442446271121604,118.26107053968224,46.843147188787626
92,48.78934320155896,121.7668983637306,49.166030978962375
93,49.62951052361519,128.63844870793926,50.46846860316641
94,37.838515853317176,106.22188816817754,41.90825456915822
95,33.146762365474714,95.8440854228075,37.63926468734674
96,63.08635893163007,147.34144424354258,61.232772806785704
97,58.78921206495429,147.67941544299552,59.23719731421811
98,67.7067547178151,155.28853677857438,62.05604142829105
99,50.83168041126216,129.68988650331994,50.67080106469072
100,58.38276986146834,142.49221182670988,55.67148531503428
101,68.02076129286607,168.0224174987404,65.86412492133475
102,46.92717683174302,121.46262399659335,49.06558299236935
103,47.31576870705201,127.23338181745765,50.73844239418564
104,61.41384839632336,152.50937662403828,61.11062871130827
105,64.13558859083592,153.82476844775167,61.364200470296055
106,50.76015456010585,129.67549028331274,53.92516528064395
107,46.24443620777872,121.44650641360725,48.59988253155259
108,57.04007109987207,149.85191733289594,60.06863682415646
109,52.21205284524406,137.63079186835822,54.6864511627393
110,58.212830123177646,144.00297808729934,59.12719685426273
111,41.01633695202436,116.2221814449262,45.287936149064066
112,44.24684761327875,124.65027390579903,50.62380329350632
113,54.21231517288001,144.91258211561194,56.60547873768489
114,56.49618198744763,150.4806275484209,61.723372163770456
115,29.59473639138299,104.19315375080224,40.53060021586883
116,47.24078294039353,134.39298356501655,52.25703929774867
117,50.45849957663254,140.661190587386,54.867549015493644
118,37.340589448301714,116.1471392049936,46.30309179377654
119,47.27229396924495,130.3553636660009,51.461717149102725
120,41.219083215527164,121.84045532879603,50.7544431305311
121,47.262216480002614,133.85159820091027,53.81027874489429
122,68.18957922870656,165.84380546537375,66.89940590167082
123,32.629355422255344,103.50058713130552,41.971898231015366
124,47.36876091245831,134.98655938968548,52.310110519401455
125,56.41260702846269,155.34618702267466,61.71515423986282
126,40.613530629849365,120.5015991032109,49.54526085297815
127,53.0887330394225,144.85624840140156,58.598623469411415
128,43.132317617718265,130.9076843405144,49.675472373453246
129,55.068364928964506,150.0210879153949,60.255362937192565
130,16.993726496150188,86.94975974375271,31.530061076332117
131,32.92201342860663,111.80400192030044,41.26208622255857
132,31.56084638392681,111.48366647454513,45.147182489716975
133,55.12434002340401,153.6574942531091,60.570890392767446
134,51.22857194829713,146.35578374898378,59.24170662371525
135,71.04136171497034,180.2325137970144,72.22127058488795
136,56.970522260843026,155.75587837614833,61.72939975700423
137,32.129035738249655,112.07312951384297,45.613901483557484
138,56.089230585294956,155.5465496851267,64.0138927361686
139,12.832677654961621,78.4318473243325,30.195855776804507
140,42.40704783952831,134.09669489625233,52.27445038736526
141,48.49059226018812,140.00668077484812,56.68288858874321
142,47.63921474173281,150.21026711435903,57.87893340416193
143,43.665328793562495,139.09782442808708,55.93880894331479
144,50.92429200336949,148.6674277344692,58.188769211872966
145,63.47886774577282,174.56126446677789,66.7118648447088
146,54.09454960125915,157.90064679403991,61.463898201660705
147,46.641659002307975,142.61984362809017,57.51998169213666
148,53.340670409918616,156.359103251581,60.60874051734369
149,44.1981699029922,139.96165260453984,55.23735520786054
150,55.15479112552427,155.68027877180066,62.28665581472374
151,59.64606962489489,173.76223759200448,67.31973288245902
152,40.271610487555066,135.48290735028243,54.1805754700479
153,29.33740671990507,107.11459905739834,44.50825490626928
154,39.16474616716548,132.59674873693305,49.999397118209465
155,66.65558698075343,184.11880494783065,73.31374936348318
156,71.02682830145088,183.76765465379836,74.75363612656808
157,42.890176148156236,137.77514000396567,55.52141531894982
158,53.30322912762574,161.854633618866,62.54593740859659
159,49.07133791303904,158.0462990218106,60.47070437017397
160,59.484407466571994,167.61934756203055,65.76107554257771
161,40.52199909964691,140.8359171056027,56.82411444317419
162,42.83318486183755,143.97845653137966,56.84910445708674
163,30.96989506767502,121.96523251650724,46.451001775226324
164,69.92104907509092,191.3464263210661,77.25885756958091
165,60.56330178537503,177.87133987754075,69.73702084380668
166,63.90726564184994,181.047898173118,71.74529700837753
167,55.05042494183012,162.2830061670933,65.55302786068334
168,64.71127558007807,183.33147356153074,73.06578441974094
169,56.70606858142233,168.60371479735355,65.4945242266028
170,54.28293423966789,167.81813953938806,65.90729113801972
171,41.62728580294119,142.79745727795432,56.98578067757711
172,43.80349253282558,144.72351821790892,55.862720738264066
173,52.06155078895305,164.9631143962969,64.49955762078024
174,57.96143851811068,173.46574778622482,70.27217005366198
175,60.09281949380829,181.41823531125524,71.60810833933161
176,47.35763129789289,159.13062293373318,60.091488655513864
177,40.90452480524938,140.0403066104731,55.74196542140811
178,42.02996644339743,146.48254658874723,57.02681466383195
179,60.41837378394087,177.51040325670698,72.16744128584457
